역명,타입내_순위,노선명,지역,상권_총점,총_승하차객수,프리미엄_점수,가성비_점수,상권_성격
을지로입구,1,2호선,서울,136,99168,105,31,Type 0. 초대형 핵심 광역 상권
종각,2,1호선,서울,124,77041,93,31,Type 0. 초대형 핵심 광역 상권
강남,3,"2호선, 신분당선",서울,119,196316,93,26,Type 0. 초대형 핵심 광역 상권
광화문,4,5호선,서울,117,65042,93,24,Type 0. 초대형 핵심 광역 상권
시청,5,"1호선, 2호선",서울,110,58520,87,23,Type 0. 초대형 핵심 광역 상권
회현,6,4호선,서울,105,53255,84,21,Type 0. 초대형 핵심 광역 상권
명동,7,4호선,서울,94,68791,75,19,Type 0. 초대형 핵심 광역 상권
여의도,8,"5호선, 9호선",서울,92,111231,78,14,Type 0. 초대형 핵심 광역 상권
서면,9,"부산1호선, 부산2호선",부산,91,127218,66,25,Type 0. 초대형 핵심 광역 상권
가산디지털단지,10,"1호선, 7호선",서울,76,109224,45,31,Type 0. 초대형 핵심 광역 상권
중앙로,11,대구1호선,대구,74,30120,57,17,Type 0. 초대형 핵심 광역 상권
삼성,12,2호선,서울,74,102363,63,11,Type 0. 초대형 핵심 광역 상권
신논현,13,"9호선, 신분당선",서울,72,84344,54,18,Type 0. 초대형 핵심 광역 상권
고속터미널,14,"3호선, 7호선, 9호선",서울,71,163990,57,14,Type 0. 초대형 핵심 광역 상권
선릉,15,"2호선, 수인분당선",서울,71,127745,48,23,Type 0. 초대형 핵심 광역 상권
홍대입구,16,"2호선, 경의중앙선, 공항철도",서울,71,182133,51,20,Type 0. 초대형 핵심 광역 상권
서대문,17,5호선,서울,69,34450,51,18,Type 0. 초대형 핵심 광역 상권
잠실,18,"2호선, 8호선",서울,65,195316,54,11,Type 0. 초대형 핵심 광역 상권
역삼,19,2호선,서울,64,99058,45,19,Type 0. 초대형 핵심 광역 상권
반월당,20,"대구1호선, 대구2호선",대구,62,66113,51,11,Type 0. 초대형 핵심 광역 상권
신촌,21,"2호선, 경의중앙선",서울,61,73990,48,13,Type 0. 초대형 핵심 광역 상권
용산,22,"1호선, 경의중앙선",서울,61,186254,45,16,Type 0. 초대형 핵심 광역 상권
공덕,23,"5호선, 6호선, 경의중앙선, 공항철도",서울,57,76576,39,18,Type 0. 초대형 핵심 광역 상권
혜화,24,4호선,서울,57,71978,42,15,Type 0. 초대형 핵심 광역 상권
신용산,25,4호선,서울,56,45233,39,17,Type 0. 초대형 핵심 광역 상권
노원,26,"4호선, 7호선",서울,55,81619,39,16,Type 0. 초대형 핵심 광역 상권
을지로3가,27,"2호선, 3호선",서울,55,72334,33,22,Type 0. 초대형 핵심 광역 상권
건대입구,28,"2호선, 7호선",서울,54,101873,36,18,Type 0. 초대형 핵심 광역 상권
발산,29,5호선,서울,54,46341,39,15,Type 0. 초대형 핵심 광역 상권
서강대,30,경의중앙선,서울,54,3914,45,9,Type 0. 초대형 핵심 광역 상권
서울역,31,"1호선, 4호선, 경의중앙선, 공항철도",서울,54,202311,39,15,Type 0. 초대형 핵심 광역 상권
부평,32,"1호선, 인천1호선",인천,54,70770,27,27,Type 0. 초대형 핵심 광역 상권
센텀시티,33,부산2호선,부산,53,40072,42,11,Type 0. 초대형 핵심 광역 상권
수원시청,34,수인분당선,경기,51,27128,36,15,Type 0. 초대형 핵심 광역 상권
영등포,35,1호선,서울,51,84349,36,15,Type 0. 초대형 핵심 광역 상권
양재,36,"3호선, 신분당선",서울,50,89431,33,17,Type 0. 초대형 핵심 광역 상권
경전철의정부,37,의정부경전철,경기,49,5473,30,19,Type 0. 초대형 핵심 광역 상권
의정부,38,1호선,경기,49,35898,36,13,Type 0. 초대형 핵심 광역 상권
문화전당,39,광주1호선,광주,49,6194,36,13,Type 0. 초대형 핵심 광역 상권
남부터미널,40,3호선,서울,49,60126,33,16,Type 0. 초대형 핵심 광역 상권
합정,41,"2호선, 6호선",서울,49,90730,33,16,Type 0. 초대형 핵심 광역 상권
수원,42,"1호선, 수인분당선",경기,48,90607,39,9,Type 0. 초대형 핵심 광역 상권
국회의사당,43,9호선,서울,48,32874,33,15,Type 0. 초대형 핵심 광역 상권
봉은사,44,9호선,서울,48,42787,42,6,Type 0. 초대형 핵심 광역 상권
압구정,45,3호선,서울,48,61256,36,12,Type 0. 초대형 핵심 광역 상권
왕십리,46,"2호선, 5호선, 경의중앙선, 수인분당선",서울,48,71182,30,18,Type 0. 초대형 핵심 광역 상권
종로5가,47,1호선,서울,48,45252,27,21,Type 0. 초대형 핵심 광역 상권
상동,48,7호선,경기,47,28720,30,17,Type 0. 초대형 핵심 광역 상권
서현,49,수인분당선,경기,47,45713,36,11,Type 0. 초대형 핵심 광역 상권
야탑,50,수인분당선,경기,47,48579,33,14,Type 0. 초대형 핵심 광역 상권
교대,51,"2호선, 3호선",서울,47,86391,33,14,Type 0. 초대형 핵심 광역 상권
동대문역사문화공원,52,"2호선, 4호선, 5호선",서울,47,72529,33,14,Type 0. 초대형 핵심 광역 상권
서울대입구,53,2호선,서울,47,86070,27,20,Type 0. 초대형 핵심 광역 상권
예술회관,54,인천1호선,인천,47,21396,27,20,Type 0. 초대형 핵심 광역 상권
안양,55,1호선,경기,45,39873,27,18,Type 0. 초대형 핵심 광역 상권
총신대입구,56,"4호선, 7호선",서울,45,77188,33,12,Type 0. 초대형 핵심 광역 상권
경복궁,57,3호선,서울,44,45114,30,14,Type 0. 초대형 핵심 광역 상권
마곡,58,5호선,서울,44,30624,27,17,Type 0. 초대형 핵심 광역 상권
종로3가,59,"1호선, 3호선, 5호선",서울,44,97165,24,20,Type 0. 초대형 핵심 광역 상권
충무로,60,"3호선, 4호선",서울,44,55862,24,20,Type 0. 초대형 핵심 광역 상권
논현,61,"7호선, 신분당선",서울,43,45948,30,13,Type 0. 초대형 핵심 광역 상권
중앙,62,"4호선, 수인분당선",경기,42,69898,30,12,Type 0. 초대형 핵심 광역 상권
신림,63,"2호선, 신림선",서울,42,109905,24,18,Type 0. 초대형 핵심 광역 상권
정발산,1,3호선,경기,43,13459,30,13,Type 1. 고급/오피스 프리미엄 상권
화정,2,3호선,경기,42,31958,30,12,Type 1. 고급/오피스 프리미엄 상권
시청,3,대전1호선,대전,42,15250,27,15,Type 1. 고급/오피스 프리미엄 상권
남포,4,부산1호선,부산,42,35087,36,6,Type 1. 고급/오피스 프리미엄 상권
마포,5,5호선,서울,42,28217,27,15,Type 1. 고급/오피스 프리미엄 상권
판교,6,"경강선, 신분당선",경기,41,72677,36,5,Type 1. 고급/오피스 프리미엄 상권
정부청사,7,대전1호선,대전,41,12935,30,11,Type 1. 고급/오피스 프리미엄 상권
수유,8,4호선,서울,41,64683,27,14,Type 1. 고급/오피스 프리미엄 상권
오목교,9,5호선,서울,41,41918,30,11,Type 1. 고급/오피스 프리미엄 상권
탄방,10,대전1호선,대전,40,9244,27,13,Type 1. 고급/오피스 프리미엄 상권
당곡,11,신림선,서울,40,9538,27,13,Type 1. 고급/오피스 프리미엄 상권
영등포구청,12,"2호선, 5호선",서울,40,53512,21,19,Type 1. 고급/오피스 프리미엄 상권
아라,13,인천1호선,인천,40,18545,21,19,Type 1. 고급/오피스 프리미엄 상권
범계,14,4호선,경기,39,53529,27,12,Type 1. 고급/오피스 프리미엄 상권
부천시청,15,7호선,경기,39,27566,27,12,Type 1. 고급/오피스 프리미엄 상권
산본,16,4호선,경기,39,31317,30,9,Type 1. 고급/오피스 프리미엄 상권
신중동,17,7호선,경기,39,29483,24,15,Type 1. 고급/오피스 프리미엄 상권
미사,18,5호선,경기,38,34600,21,17,Type 1. 고급/오피스 프리미엄 상권
유성온천,19,대전1호선,대전,38,18128,30,8,Type 1. 고급/오피스 프리미엄 상권
전포,20,부산2호선,부산,38,21180,27,11,Type 1. 고급/오피스 프리미엄 상권
구로디지털단지,21,2호선,서울,38,107215,15,23,Type 1. 고급/오피스 프리미엄 상권
동대문,22,"1호선, 4호선",서울,38,59254,12,26,Type 1. 고급/오피스 프리미엄 상권
마곡나루,23,"9호선, 공항철도",서울,38,54612,27,11,Type 1. 고급/오피스 프리미엄 상권
문래,24,2호선,서울,38,44270,21,17,Type 1. 고급/오피스 프리미엄 상권
문정,25,8호선,서울,38,43209,24,14,Type 1. 고급/오피스 프리미엄 상권
자갈치,26,부산1호선,부산,37,35180,24,13,Type 1. 고급/오피스 프리미엄 상권
몽촌토성,27,8호선,서울,37,14994,24,13,Type 1. 고급/오피스 프리미엄 상권
샛강,28,"9호선, 신림선",서울,37,18158,24,13,Type 1. 고급/오피스 프리미엄 상권
성신여대입구,29,"4호선, 우이신설선",서울,37,49267,18,19,Type 1. 고급/오피스 프리미엄 상권
수색,30,경의중앙선,서울,37,5909,24,13,Type 1. 고급/오피스 프리미엄 상권
충정로,31,"2호선, 5호선",서울,37,29188,27,10,Type 1. 고급/오피스 프리미엄 상권
회기,32,"1호선, 경의중앙선",서울,37,92270,24,13,Type 1. 고급/오피스 프리미엄 상권
해운대,33,부산2호선,부산,36,28803,27,9,Type 1. 고급/오피스 프리미엄 상권
인천논현,34,수인분당선,인천,36,10080,21,15,Type 1. 고급/오피스 프리미엄 상권
광교중앙,35,신분당선,경기,35,22240,21,14,Type 1. 고급/오피스 프리미엄 상권
구리,36,"8호선, 경의중앙선",경기,35,34605,21,14,Type 1. 고급/오피스 프리미엄 상권
동대구,37,"대경선, 대구1호선",대구,35,40158,27,8,Type 1. 고급/오피스 프리미엄 상권
신사,38,"3호선, 신분당선",서울,35,68966,24,11,Type 1. 고급/오피스 프리미엄 상권
천호,39,"5호선, 8호선",서울,35,76711,18,17,Type 1. 고급/오피스 프리미엄 상권
인천공항2터미널,40,공항철도,인천,35,18520,33,2,Type 1. 고급/오피스 프리미엄 상권
인천대입구,41,인천1호선,인천,35,13019,24,11,Type 1. 고급/오피스 프리미엄 상권
주안,42,"1호선, 인천2호선",인천,35,44088,21,14,Type 1. 고급/오피스 프리미엄 상권
수내,43,수인분당선,경기,34,24838,21,13,Type 1. 고급/오피스 프리미엄 상권
신당,44,"2호선, 6호선",서울,34,46336,15,19,Type 1. 고급/오피스 프리미엄 상권
영등포시장,45,5호선,서울,34,23551,12,22,Type 1. 고급/오피스 프리미엄 상권
장지,46,8호선,서울,34,31694,24,10,Type 1. 고급/오피스 프리미엄 상권
한티,47,수인분당선,서울,34,32625,27,7,Type 1. 고급/오피스 프리미엄 상권
부산,48,부산1호선,부산,33,46833,24,9,Type 1. 고급/오피스 프리미엄 상권
가양,49,9호선,서울,33,40957,21,12,Type 1. 고급/오피스 프리미엄 상권
강변,50,2호선,서울,33,49640,27,6,Type 1. 고급/오피스 프리미엄 상권
길동,51,5호선,서울,33,17927,21,12,Type 1. 고급/오피스 프리미엄 상권
남영,52,1호선,서울,33,17627,21,12,Type 1. 고급/오피스 프리미엄 상권
을지로4가,53,"2호선, 5호선",서울,33,39025,18,15,Type 1. 고급/오피스 프리미엄 상권
부천,54,1호선,경기,32,58513,15,17,Type 1. 고급/오피스 프리미엄 상권
상무,55,광주1호선,광주,32,7942,21,11,Type 1. 고급/오피스 프리미엄 상권
중앙로,56,대전1호선,대전,32,15028,18,14,Type 1. 고급/오피스 프리미엄 상권
동래,57,"동해선, 부산1호선, 부산4호선",부산,32,40288,18,14,Type 1. 고급/오피스 프리미엄 상권
당산,58,"2호선, 9호선",서울,32,72123,21,11,Type 1. 고급/오피스 프리미엄 상권
송파나루,59,9호선,서울,32,12636,18,14,Type 1. 고급/오피스 프리미엄 상권
안국,60,3호선,서울,32,47368,21,11,Type 1. 고급/오피스 프리미엄 상권
연신내,61,"3호선, 6호선",서울,32,68688,15,17,Type 1. 고급/오피스 프리미엄 상권
잠실새내,62,2호선,서울,32,44219,24,8,Type 1. 고급/오피스 프리미엄 상권
화곡,63,5호선,서울,32,52425,21,11,Type 1. 고급/오피스 프리미엄 상권
평촌,64,4호선,경기,31,32088,18,13,Type 1. 고급/오피스 프리미엄 상권
수안,65,부산4호선,부산,31,7966,18,13,Type 1. 고급/오피스 프리미엄 상권
장산,66,부산2호선,부산,31,28915,21,10,Type 1. 고급/오피스 프리미엄 상권
노량진,67,"1호선, 9호선",서울,31,69784,18,13,Type 1. 고급/오피스 프리미엄 상권
뚝섬,68,2호선,서울,31,46580,15,16,Type 1. 고급/오피스 프리미엄 상권
반포,69,7호선,서울,31,12338,27,4,Type 1. 고급/오피스 프리미엄 상권
서울숲,70,수인분당선,서울,31,21072,18,13,Type 1. 고급/오피스 프리미엄 상권
안암,71,6호선,서울,31,21165,21,10,Type 1. 고급/오피스 프리미엄 상권
태릉입구,72,"6호선, 7호선",서울,31,26243,21,10,Type 1. 고급/오피스 프리미엄 상권
한성백제,73,9호선,서울,31,5998,21,10,Type 1. 고급/오피스 프리미엄 상권
인천터미널,74,인천1호선,인천,31,24291,24,7,Type 1. 고급/오피스 프리미엄 상권
구래,75,김포골드라인,경기,30,17404,18,12,Type 1. 고급/오피스 프리미엄 상권
팔거,76,대구3호선,대구,30,8048,24,6,Type 1. 고급/오피스 프리미엄 상권
하단,77,부산1호선,부산,30,34509,24,6,Type 1. 고급/오피스 프리미엄 상권
강남구청,78,"7호선, 수인분당선",서울,30,50786,21,9,Type 1. 고급/오피스 프리미엄 상권
미아사거리,79,4호선,서울,30,49663,18,12,Type 1. 고급/오피스 프리미엄 상권
보라매병원,80,신림선,서울,30,15538,21,9,Type 1. 고급/오피스 프리미엄 상권
숙대입구,81,4호선,서울,30,27306,21,9,Type 1. 고급/오피스 프리미엄 상권
응암,82,6호선,서울,30,33471,15,15,Type 1. 고급/오피스 프리미엄 상권
이대,83,2호선,서울,30,30365,18,12,Type 1. 고급/오피스 프리미엄 상권
다산,84,8호선,경기,29,19230,15,14,Type 1. 고급/오피스 프리미엄 상권
영통,85,수인분당선,경기,29,16552,18,11,Type 1. 고급/오피스 프리미엄 상권
철산,86,7호선,경기,29,42485,21,8,Type 1. 고급/오피스 프리미엄 상권
온천장,87,부산1호선,부산,29,31394,21,8,Type 1. 고급/오피스 프리미엄 상권
강동,88,5호선,서울,29,35308,18,11,Type 1. 고급/오피스 프리미엄 상권
구로,89,1호선,서울,29,31723,18,11,Type 1. 고급/오피스 프리미엄 상권
구의,90,2호선,서울,29,53095,12,17,Type 1. 고급/오피스 프리미엄 상권
대흥,91,6호선,서울,29,17299,21,8,Type 1. 고급/오피스 프리미엄 상권
망우,92,"경의중앙선, 경춘선",서울,29,28590,18,11,Type 1. 고급/오피스 프리미엄 상권
상왕십리,93,2호선,서울,29,26891,18,11,Type 1. 고급/오피스 프리미엄 상권
압구정로데오,94,수인분당선,서울,29,38264,24,5,Type 1. 고급/오피스 프리미엄 상권
학동,95,7호선,서울,29,42972,18,11,Type 1. 고급/오피스 프리미엄 상권
서대전네거리,96,대전1호선,대전,28,10931,18,10,Type 1. 고급/오피스 프리미엄 상권
용문,97,대전1호선,대전,28,14016,21,7,Type 1. 고급/오피스 프리미엄 상권
사상,98,"부산2호선, 부산김해경전철",부산,28,60862,21,7,Type 1. 고급/오피스 프리미엄 상권
경찰병원,99,3호선,서울,28,14196,18,10,Type 1. 고급/오피스 프리미엄 상권
길음,100,4호선,서울,28,39390,18,10,Type 1. 고급/오피스 프리미엄 상권
삼전,101,9호선,서울,28,16366,18,10,Type 1. 고급/오피스 프리미엄 상권
서초,102,2호선,서울,28,40209,21,7,Type 1. 고급/오피스 프리미엄 상권
테크노파크,103,인천1호선,인천,28,20179,21,7,Type 1. 고급/오피스 프리미엄 상권
송내,104,1호선,경기,27,45274,15,12,Type 1. 고급/오피스 프리미엄 상권
평내호평,105,경춘선,경기,27,11133,18,9,Type 1. 고급/오피스 프리미엄 상권
덕천,106,"부산2호선, 부산3호선",부산,27,34406,18,9,Type 1. 고급/오피스 프리미엄 상권
범일,107,부산1호선,부산,27,28961,18,9,Type 1. 고급/오피스 프리미엄 상권
사직,108,부산3호선,부산,27,13768,21,6,Type 1. 고급/오피스 프리미엄 상권
구파발,109,3호선,서울,27,40570,18,9,Type 1. 고급/오피스 프리미엄 상권
석촌,110,"8호선, 9호선",서울,27,36922,15,12,Type 1. 고급/오피스 프리미엄 상권
수서,111,"3호선, 수인분당선",서울,27,69541,21,6,Type 1. 고급/오피스 프리미엄 상권
어린이대공원,112,7호선,서울,27,25738,18,9,Type 1. 고급/오피스 프리미엄 상권
여의나루,113,5호선,서울,27,20923,21,6,Type 1. 고급/오피스 프리미엄 상권
청량리,114,"1호선, 경의중앙선",서울,27,80235,15,12,Type 1. 고급/오피스 프리미엄 상권
동춘,115,인천1호선,인천,27,17478,21,6,Type 1. 고급/오피스 프리미엄 상권
석천사거리,116,인천2호선,인천,27,8222,12,15,Type 1. 고급/오피스 프리미엄 상권
연수,117,수인분당선,인천,27,8575,15,12,Type 1. 고급/오피스 프리미엄 상권
작전,118,인천1호선,인천,27,25820,15,12,Type 1. 고급/오피스 프리미엄 상권
광명,119,1호선,경기,26,6602,15,11,Type 1. 고급/오피스 프리미엄 상권
금정,120,"1호선, 4호선",경기,26,103874,15,11,Type 1. 고급/오피스 프리미엄 상권
마두,121,3호선,경기,26,14238,18,8,Type 1. 고급/오피스 프리미엄 상권
백석,122,3호선,경기,26,19038,18,8,Type 1. 고급/오피스 프리미엄 상권
사우,123,김포골드라인,경기,26,13497,15,11,Type 1. 고급/오피스 프리미엄 상권
오리,124,수인분당선,경기,26,19137,18,8,Type 1. 고급/오피스 프리미엄 상권
정자,125,"수인분당선, 신분당선",경기,26,50365,12,14,Type 1. 고급/오피스 프리미엄 상권
평택,126,1호선,경기,26,23452,21,5,Type 1. 고급/오피스 프리미엄 상권
양산,127,부산2호선,경남,26,10565,21,5,Type 1. 고급/오피스 프리미엄 상권
경대병원,128,대구2호선,대구,26,12916,21,5,Type 1. 고급/오피스 프리미엄 상권
성서산업단지,129,대구2호선,대구,26,8632,18,8,Type 1. 고급/오피스 프리미엄 상권
진천,130,대구1호선,대구,26,14662,15,11,Type 1. 고급/오피스 프리미엄 상권
부산대,131,부산1호선,부산,26,25529,18,8,Type 1. 고급/오피스 프리미엄 상권
대치,132,3호선,서울,26,25323,18,8,Type 1. 고급/오피스 프리미엄 상권
등촌,133,9호선,서울,26,23895,15,11,Type 1. 고급/오피스 프리미엄 상권
사당,134,"2호선, 4호선",서울,26,131125,18,8,Type 1. 고급/오피스 프리미엄 상권
상수,135,6호선,서울,26,21232,15,11,Type 1. 고급/오피스 프리미엄 상권
굴포천,136,7호선,인천,26,18404,12,14,Type 1. 고급/오피스 프리미엄 상권
산곡,137,7호선,인천,26,18845,12,14,Type 1. 고급/오피스 프리미엄 상권
주엽,138,3호선,경기,25,15912,18,7,Type 1. 고급/오피스 프리미엄 상권
회룡,139,"1호선, 의정부경전철",경기,25,42833,12,13,Type 1. 고급/오피스 프리미엄 상권
문현,140,부산2호선,부산,25,9662,18,7,Type 1. 고급/오피스 프리미엄 상권
범내골,141,부산1호선,부산,25,20027,18,7,Type 1. 고급/오피스 프리미엄 상권
벡스코,142,"동해선, 부산2호선",부산,25,31369,15,10,Type 1. 고급/오피스 프리미엄 상권
시청,143,부산1호선,부산,25,29260,15,10,Type 1. 고급/오피스 프리미엄 상권
연산,144,"부산1호선, 부산3호선",부산,25,53164,15,10,Type 1. 고급/오피스 프리미엄 상권
불광,145,"3호선, 6호선",서울,25,40622,12,13,Type 1. 고급/오피스 프리미엄 상권
성수,146,2호선,서울,25,103501,12,13,Type 1. 고급/오피스 프리미엄 상권
외대앞,147,1호선,서울,25,20201,15,10,Type 1. 고급/오피스 프리미엄 상권
청담,148,7호선,서울,25,35210,21,4,Type 1. 고급/오피스 프리미엄 상권
부평시장,149,인천1호선,인천,25,23687,9,16,Type 1. 고급/오피스 프리미엄 상권
광명사거리,150,7호선,경기,24,41610,12,12,Type 1. 고급/오피스 프리미엄 상권
동천,151,신분당선,경기,24,17571,15,9,Type 1. 고급/오피스 프리미엄 상권
미금,152,"수인분당선, 신분당선",경기,24,54218,15,9,Type 1. 고급/오피스 프리미엄 상권
신천,153,서해선,경기,24,12769,12,12,Type 1. 고급/오피스 프리미엄 상권
정부과천청사,154,4호선,경기,24,24954,15,9,Type 1. 고급/오피스 프리미엄 상권
중구청,155,대전1호선,대전,24,4362,12,12,Type 1. 고급/오피스 프리미엄 상권
가락시장,156,"3호선, 8호선",서울,24,34795,18,6,Type 1. 고급/오피스 프리미엄 상권
공릉,157,7호선,서울,24,22886,12,12,Type 1. 고급/오피스 프리미엄 상권
광운대,158,1호선,서울,24,15149,15,9,Type 1. 고급/오피스 프리미엄 상권
양천향교,159,9호선,서울,24,20497,12,12,Type 1. 고급/오피스 프리미엄 상권
염창,160,9호선,서울,24,33297,15,9,Type 1. 고급/오피스 프리미엄 상권
증미,161,9호선,서울,24,14676,12,12,Type 1. 고급/오피스 프리미엄 상권
두류,162,대구2호선,대구,23,12571,15,8,Type 1. 고급/오피스 프리미엄 상권
강동구청,163,8호선,서울,23,20571,12,11,Type 1. 고급/오피스 프리미엄 상권
개봉,164,1호선,서울,23,41638,9,14,Type 1. 고급/오피스 프리미엄 상권
둔촌동,165,5호선,서울,23,25312,9,14,Type 1. 고급/오피스 프리미엄 상권
방배,166,2호선,서울,23,29215,15,8,Type 1. 고급/오피스 프리미엄 상권
삼성중앙,167,9호선,서울,23,15229,18,5,Type 1. 고급/오피스 프리미엄 상권
선유도,168,9호선,서울,23,16598,9,14,Type 1. 고급/오피스 프리미엄 상권
선정릉,169,"9호선, 수인분당선",서울,23,32940,18,5,Type 1. 고급/오피스 프리미엄 상권
창동,170,"1호선, 4호선",서울,23,53190,9,14,Type 1. 고급/오피스 프리미엄 상권
발곡,171,의정부경전철,경기,22,5894,9,13,Type 1. 고급/오피스 프리미엄 상권
수지구청,172,신분당선,경기,22,27488,12,10,Type 1. 고급/오피스 프리미엄 상권
장신대,173,부산김해경전철,경남,22,3932,15,7,Type 1. 고급/오피스 프리미엄 상권
대전,174,대전1호선,대전,22,22671,12,10,Type 1. 고급/오피스 프리미엄 상권
토성,175,부산1호선,부산,22,15616,15,7,Type 1. 고급/오피스 프리미엄 상권
굽은다리,176,5호선,서울,22,18712,15,7,Type 1. 고급/오피스 프리미엄 상권
답십리,177,5호선,서울,22,28770,12,10,Type 1. 고급/오피스 프리미엄 상권
동묘앞,178,"1호선, 6호선",서울,22,36984,6,16,Type 1. 고급/오피스 프리미엄 상권
목동,179,5호선,서울,22,32100,15,7,Type 1. 고급/오피스 프리미엄 상권
방학,180,1호선,서울,22,18491,12,10,Type 1. 고급/오피스 프리미엄 상권
사가정,181,7호선,서울,22,30076,12,10,Type 1. 고급/오피스 프리미엄 상권
상일동,182,5호선,서울,22,26787,15,7,Type 1. 고급/오피스 프리미엄 상권
쌍문,183,4호선,서울,22,52847,12,10,Type 1. 고급/오피스 프리미엄 상권
잠실나루,184,2호선,서울,22,26399,15,7,Type 1. 고급/오피스 프리미엄 상권
홍제,185,3호선,서울,22,33626,15,7,Type 1. 고급/오피스 프리미엄 상권
가정,186,인천2호선,인천,22,19639,6,16,Type 1. 고급/오피스 프리미엄 상권
시민공원,187,인천2호선,인천,22,18423,9,13,Type 1. 고급/오피스 프리미엄 상권
완정,188,인천2호선,인천,22,11676,9,13,Type 1. 고급/오피스 프리미엄 상권
병점,189,1호선,경기,21,26986,9,12,Type 1. 고급/오피스 프리미엄 상권
선부,190,서해선,경기,21,7845,12,9,Type 1. 고급/오피스 프리미엄 상권
운양,191,김포골드라인,경기,21,9872,15,6,Type 1. 고급/오피스 프리미엄 상권
한대앞,192,"4호선, 수인분당선",경기,21,32354,12,9,Type 1. 고급/오피스 프리미엄 상권
범어,193,대구2호선,대구,21,15227,12,9,Type 1. 고급/오피스 프리미엄 상권
신매,194,대구2호선,대구,21,10566,15,6,Type 1. 고급/오피스 프리미엄 상권
남천,195,부산2호선,부산,21,15942,9,12,Type 1. 고급/오피스 프리미엄 상권
동대신,196,부산1호선,부산,21,11771,12,9,Type 1. 고급/오피스 프리미엄 상권
낙성대,197,2호선,서울,21,51923,15,6,Type 1. 고급/오피스 프리미엄 상권
명일,198,5호선,서울,21,15433,12,9,Type 1. 고급/오피스 프리미엄 상권
서울대벤처타운,199,신림선,서울,21,18993,9,12,Type 1. 고급/오피스 프리미엄 상권
신대방삼거리,200,7호선,서울,21,27930,12,9,Type 1. 고급/오피스 프리미엄 상권
한양대,201,2호선,서울,21,16892,15,6,Type 1. 고급/오피스 프리미엄 상권
모래내시장,202,인천2호선,인천,21,14741,9,12,Type 1. 고급/오피스 프리미엄 상권
센트럴파크,203,인천1호선,인천,21,6553,12,9,Type 1. 고급/오피스 프리미엄 상권
남춘천,204,경춘선,강원,20,5219,12,8,Type 1. 고급/오피스 프리미엄 상권
망포,205,수인분당선,경기,20,26878,9,11,Type 1. 고급/오피스 프리미엄 상권
모란,206,"8호선, 수인분당선",경기,20,46961,15,5,Type 1. 고급/오피스 프리미엄 상권
범골,207,의정부경전철,경기,20,5080,9,11,Type 1. 고급/오피스 프리미엄 상권
야당,208,경의중앙선,경기,20,14358,12,8,Type 1. 고급/오피스 프리미엄 상권
의정부중앙,209,의정부경전철,경기,20,7018,9,11,Type 1. 고급/오피스 프리미엄 상권
지행,210,1호선,경기,20,11483,12,8,Type 1. 고급/오피스 프리미엄 상권
운천,211,광주1호선,광주,20,6113,12,8,Type 1. 고급/오피스 프리미엄 상권
대구,212,"대경선, 대구1호선",대구,20,20671,15,5,Type 1. 고급/오피스 프리미엄 상권
개금,213,부산2호선,부산,20,15682,12,8,Type 1. 고급/오피스 프리미엄 상권
개화산,214,5호선,서울,20,11218,12,8,Type 1. 고급/오피스 프리미엄 상권
망원,215,6호선,서울,20,33167,6,14,Type 1. 고급/오피스 프리미엄 상권
석촌고분,216,9호선,서울,20,14623,12,8,Type 1. 고급/오피스 프리미엄 상권
신도림,217,"1호선, 2호선",서울,20,97631,12,8,Type 1. 고급/오피스 프리미엄 상권
신설동,218,"1호선, 2호선, 우이신설선",서울,20,38907,9,11,Type 1. 고급/오피스 프리미엄 상권
오류동,219,1호선,서울,20,20517,12,8,Type 1. 고급/오피스 프리미엄 상권
갈산,220,인천1호선,인천,20,15163,9,11,Type 1. 고급/오피스 프리미엄 상권
검단사거리,221,인천2호선,인천,20,13812,12,8,Type 1. 고급/오피스 프리미엄 상권
인하대,222,수인분당선,인천,20,11156,15,5,Type 1. 고급/오피스 프리미엄 상권
동구릉,223,8호선,경기,19,18624,12,7,Type 1. 고급/오피스 프리미엄 상권
성균관대,224,1호선,경기,19,27146,12,7,Type 1. 고급/오피스 프리미엄 상권
성복,225,신분당선,경기,19,30516,9,10,Type 1. 고급/오피스 프리미엄 상권
소사,226,"1호선, 서해선",경기,19,25567,9,10,Type 1. 고급/오피스 프리미엄 상권
시흥능곡,227,서해선,경기,19,7034,9,10,Type 1. 고급/오피스 프리미엄 상권
탄현,228,경의중앙선,경기,19,13489,15,4,Type 1. 고급/오피스 프리미엄 상권
광주송정,229,광주1호선,광주,19,9532,12,7,Type 1. 고급/오피스 프리미엄 상권
금남로4가,230,광주1호선,광주,19,7697,12,7,Type 1. 고급/오피스 프리미엄 상권
감삼,231,대구2호선,대구,19,11804,12,7,Type 1. 고급/오피스 프리미엄 상권
죽전,232,대구2호선,대구,19,12314,15,4,Type 1. 고급/오피스 프리미엄 상권
황금,233,대구3호선,대구,19,5120,12,7,Type 1. 고급/오피스 프리미엄 상권
서대신,234,부산1호선,부산,19,6784,9,10,Type 1. 고급/오피스 프리미엄 상권
주례,235,부산2호선,부산,19,12742,9,10,Type 1. 고급/오피스 프리미엄 상권
중동,236,부산2호선,부산,19,15122,12,7,Type 1. 고급/오피스 프리미엄 상권
군자,237,"5호선, 7호선",서울,19,51092,9,10,Type 1. 고급/오피스 프리미엄 상권
