상권_ID,역명,지역,프리미엄_지수,클러스터
173,지평,경기,0.0,0
160,임진강,경기,0.0,0
145,운길산,경기,0.0,0
148,운천,경기,0.0,0
140,오빈,경기,0.0,0
119,신원,경기,0.0,0
122,아신,경기,0.0,0
143,오이도,경기,0.0,0
150,원덕,경기,0.0,0
198,한국항공대,경기,0.0,0
102,세종대왕릉,경기,0.0,0
180,청산,경기,0.0,0
129,양정,경기,0.0,0
211,개화,서울,0.0,0
95,선바위,경기,0.0,0
89,상천,경기,0.0,0
75,부발,경기,0.0,0
40,대곡,경기,0.0,0
41,대성리,경기,0.0,0
37,달미,경기,0.0,0
38,달월,경기,0.0,0
35,능길,경기,0.0,0
23,국수,경기,0.0,0
49,동두천,경기,0.0,0
260,서빙고,서울,0.0,0
