상권_ID,역명,지역,프리미엄_지수,가성비_지수,클러스터
263,"남영, 삼각지, 숙대입구, 신용산, 용산, 효창공원앞",서울,30.7,10.0,2
210,풍무,경기,30.6,9.0,2
281,독산,서울,30.4,11.0,2
134,안산,경기,29.4,13.0,2
356,종합운동장,서울,29.2,8.0,2
354,장한평,서울,29.2,11.0,2
316,석계,서울,29.1,10.0,2
235,"개화산, 방화",서울,29.0,11.0,2
243,"공항시장, 김포공항, 송정, 신방화",서울,28.8,9.0,2
95,상록수,경기,28.8,9.0,2
114,"송산, 어룡, 탑석",경기,28.6,12.0,2
221,"가락시장, 개롱, 경찰병원, 문정, 방이, 오금",서울,28.6,10.0,2
289,"마포구청, 월드컵경기장",서울,28.2,10.0,2
99,서정리,경기,28.0,11.0,2
309,상계,서울,27.8,12.0,2
318,수락산,서울,27.6,10.0,2
75,별내,경기,27.4,9.0,2
245,광나루,서울,27.3,8.0,2
167,월곶,경기,27.3,10.0,2
201,춘의,경기,27.2,12.0,2
322,"신내, 양원",서울,27.0,9.0,2
320,숭실대입구,서울,26.6,9.0,2
153,오산,경기,26.3,9.0,2
369,한남,서울,26.2,8.0,2
67,문산,경기,26.0,9.0,2
25,군포,경기,25.9,11.0,2
162,원당,경기,25.8,8.0,2
188,지축,경기,25.6,8.0,2
355,정릉,서울,25.4,10.0,2
47,덕계,경기,25.4,8.0,2
262,남성,서울,25.4,9.0,2
360,중화,서울,25.2,10.0,2
46,대화,경기,25.2,7.0,2
29,금촌,경기,25.0,9.0,2
63,매교,경기,24.8,9.0,2
288,마들,서울,24.6,8.0,2
27,금릉,경기,24.6,8.0,2
185,중동,경기,24.0,10.0,2
61,망월사,경기,23.8,8.0,2
177,전곡,경기,23.6,8.0,2
269,녹번,서울,23.4,8.0,2
4,강남대,경기,23.4,7.0,2
165,원종,경기,23.0,9.0,2
336,양천구청,서울,22.6,9.0,2
293,면목,서울,22.6,9.0,2
6,걸포북변,경기,22.4,7.0,2
92,삼송,경기,22.0,7.0,2
225,가좌,서울,21.6,7.0,2
76,별내별가람,경기,21.6,7.0,2
357,중계,서울,21.2,8.0,2
323,신대방,서울,21.2,8.0,2
212,하남검단산,경기,21.2,7.0,2
166,원흥,경기,21.2,7.0,2
15,과천,경기,21.2,7.0,2
351,자양,서울,20.8,7.0,2
59,마산,경기,20.2,6.0,2
217,행신,경기,20.2,6.0,2
111,소새울,경기,20.0,7.0,2
33,남위례,경기,20.0,7.0,2
279,독립문,서울,19.9,6.0,2
115,송탄,경기,19.9,6.0,2
41,당정,경기,19.6,7.0,2
57,둔전,경기,19.6,7.0,2
195,청명,경기,19.6,6.0,2
214,하남풍산,경기,19.2,5.0,0
35,녹양,경기,19.0,7.0,2
86,사리,경기,19.0,8.0,2
192,진접,경기,18.9,6.0,2
361,증산,서울,18.8,7.0,2
151,오목천,경기,18.6,7.0,2
296,무악재,서울,17.6,6.0,0
101,석수,경기,17.6,5.0,0
211,풍산,경기,17.4,5.0,0
23,구성,경기,16.4,5.0,0
156,용문,경기,16.4,5.0,0
60,마석,경기,16.4,5.0,0
12,고촌,경기,15.8,6.0,0
220,"4.19민주묘지, 북한산우이, 솔밭공원",서울,15.3,5.0,0
108,세마,경기,15.2,6.0,0
126,시흥시청,경기,15.0,6.0,0
48,덕소,경기,14.8,6.0,0
142,양촌,경기,14.6,5.0,0
49,덕정,경기,14.6,5.0,0
127,신갈,경기,14.6,5.0,0
347,월계,서울,14.6,5.0,0
72,백마,경기,14.4,5.0,0
364,청계산입구,서울,14.4,4.0,0
125,시흥대야,경기,13.4,6.0,0
363,천왕,서울,13.2,5.0,0
169,의왕,경기,13.1,5.0,0
335,양재시민의숲,서울,13.0,5.0,0
181,정왕,경기,12.8,5.0,0
231,강일,서울,12.7,3.0,0
305,불암산,서울,12.6,5.0,0
55,동백,경기,12.6,6.0,0
107,세류,경기,12.4,4.0,0
178,전대·에버랜드,경기,12.4,4.0,0
90,삼가,경기,12.2,3.0,0
54,동두천중앙,경기,11.8,5.0,0
203,퇴계원,경기,11.6,5.0,0
200,초지,경기,11.6,5.0,0
31,"김량장, 명지대",경기,10.8,4.0,0
304,북한산보국문,서울,10.8,5.0,0
277,도봉,서울,10.8,5.0,0
199,초월,경기,10.4,3.0,0
344,온수,서울,10.4,4.0,0
278,도봉산,서울,10.4,3.0,0
350,일원,서울,10.0,2.0,0
105,"성남, 이매, 판교",경기,10.0,2.0,0
282,"돌곶이, 상월곡, 월곡",서울,9.8,4.0,0
271,녹천,서울,9.8,3.0,0
139,양수,경기,9.5,2.0,0
359,중앙보훈병원,서울,9.4,3.0,0
51,도심,경기,9.4,4.0,0
209,평택지제,경기,9.2,3.0,0
284,"둔촌오륜, 올림픽공원",서울,9.2,3.0,0
64,매탄권선,경기,8.6,4.0,0
148,연천,경기,8.4,4.0,0
187,지석,경기,8.2,2.0,0
2,가평,경기,8.2,2.0,0
26,금곡,경기,7.4,3.0,0
122,시우,경기,7.4,3.0,0
164,원시,경기,7.4,3.0,0
14,곤지암,경기,7.4,3.0,0
144,어정,경기,7.2,2.0,0
78,보산,경기,7.2,2.0,0
98,서동탄,경기,7.2,2.0,0
150,오남,경기,7.2,3.0,0
11,고진,경기,6.6,3.0,0
79,보정,경기,6.2,2.0,0
331,암사역사공원,서울,6.0,3.0,0
45,대야미,경기,5.4,2.0,0
36,능곡,경기,5.2,2.0,0
301,복정,서울,5.0,1.0,0
85,사릉,경기,5.0,1.0,0
170,이천,경기,5.0,1.0,0
264,남태령,서울,5.0,1.0,0
137,야목,경기,4.5,1.0,0
117,수리산,경기,4.4,2.0,0
91,삼동,경기,4.4,2.0,0
132,신현,경기,4.4,2.0,0
70,반월,경기,4.2,2.0,0
89,산성,경기,4.2,2.0,0
93,상갈,경기,4.2,2.0,0
80,보평,경기,4.2,2.0,0
9,고색,경기,4.2,2.0,0
7,경기광주,경기,4.2,2.0,0
205,팔당,경기,3.2,1.0,0
368,한강진,서울,3.2,1.0,0
193,천마산,경기,3.2,1.0,0
175,장암,경기,3.2,1.0,0
266,노들,서울,3.2,1.0,0
141,양주,경기,3.2,1.0,0
197,청평,경기,3.2,1.0,0
128,신둔도예촌,경기,3.2,1.0,0
168,월롱,경기,2.2,1.0,0
348,응봉,서울,2.2,1.0,0
16,관악,경기,2.2,1.0,0
280,독바위,서울,2.2,1.0,0
112,소요산,경기,2.2,1.0,0
123,시청·용인대,경기,2.2,1.0,0
32,까치울,경기,2.0,1.0,0
198,초당,경기,2.0,1.0,0
204,파주,경기,2.0,1.0,0
13,곡산,경기,0.0,0.0,0
191,진위,경기,0.0,0.0,0
189,지평,경기,0.0,0.0,0
234,개화,서울,0.0,0.0,0
215,한국항공대,경기,0.0,0.0,0
8,경마공원,경기,0.0,0.0,0
129,신원,경기,0.0,0.0,0
146,여주,경기,0.0,0.0,0
140,양정,경기,0.0,0.0,0
158,운길산,경기,0.0,0.0,0
196,청산,경기,0.0,0.0,0
173,임진강,경기,0.0,0.0,0
152,오빈,경기,0.0,0.0,0
163,원덕,경기,0.0,0.0,0
155,오이도,경기,0.0,0.0,0
161,운천,경기,0.0,0.0,0
145,어천,경기,0.0,0.0,0
109,세종대왕릉,경기,0.0,0.0,0
102,선바위,경기,0.0,0.0,0
314,서빙고,서울,0.0,0.0,0
133,아신,경기,0.0,0.0,0
81,부발,경기,0.0,0.0,0
84,부천종합운동장,경기,0.0,0.0,0
96,상천,경기,0.0,0.0,0
39,달미,경기,0.0,0.0,0
53,동두천,경기,0.0,0.0,0
44,대성리,경기,0.0,0.0,0
42,대곡,경기,0.0,0.0,0
43,대공원,경기,0.0,0.0,0
40,달월,경기,0.0,0.0,0
24,국수,경기,0.0,0.0,0
37,능길,경기,0.0,0.0,0
5,강매,경기,0.0,0.0,0
